id,status,added_files,total_changes,deleted_files,modified_files,build_correction_intervals,total_builds,success_builds,failed_builds,ci_latency,ci_result,closure_time,comment_time,reviews_number,first_response_time,total_jobs,success_jobs,failed_jobs,mention_number,review_time,participants_number,source_code_added_lines,source_code_removed_lines,test_code_added_lines,test_code_removed_lines,total_comments,general_comments,review_comments,effective_comments
5439,merged,0,17,0,17,0.0,3,0,3,-164.045,1,0.0,0.0,4,0.0,12,12,0,0,530774.667,2,325,364,0,0,0,0,0,0
5226,closed,0,6,0,6,0.0,3,3,0,1198342.416,0,2943170.711,0.0,3,0.0,12,12,0,0,0.0,1,197,7,0,0,0,0,0,0
5030,merged,1,3,0,2,0.0,3,3,0,963153.643,0,0.0,422430.087,2,422430.087,12,12,0,0,425342.904,2,98,0,0,0,1,0,1,1
4517,closed,16,19,0,3,0.0,4,0,4,1031151.641,1,1034701.966,600767.721,4,600767.721,12,12,0,1,0.0,1,20,24,0,0,1,1,0,0
5117,closed,47,49,0,2,0.0,3,3,0,77238.139,0,77430.995,0.0,3,0.0,12,12,0,0,0.0,0,13,0,0,0,0,0,0,0
4799,merged,0,8,0,8,0.0,5,0,5,8455393.636,1,0.0,0.0,6,0.0,10,10,0,0,8543088.729,2,347,433,0,0,0,0,0,0
4622,merged,1,24,2,21,0.0,3,3,0,-231.72,0,0.0,0.0,70,0.0,9,9,0,0,11.265,1,1935,1015,0,0,0,0,0,0
4545,closed,1,8,0,7,0.0,3,0,3,115.077,1,2856.653,0.0,3,0.0,9,9,0,0,0.0,0,510,122,0,0,0,0,0,0
4530,closed,226,230,0,4,0.0,3,3,0,593195.508,0,593634.395,0.0,9,0.0,9,9,0,0,0.0,0,5,2,0,0,0,0,0,0
5361,merged,0,12,0,12,0.0,2,2,0,1645069.266,0,0.0,1652622.438,7,528868.036,8,8,0,1,1652641.344,2,43,31,0,0,9,6,3,3
